Time	<S12L^ S12 S12R^>
0	0
1996.88350854111	1.99840566341176E-07
3942.16421289808	2.62005815813913E-06
5937.69384599633	1.19567994766631E-05
7889.82280025126	3.35188716175346E-05
9893.16743338644	7.47755557833428E-05
12330.8871570152	0.000160158343465613
14433.2049063208	0.000272207183006201
16693.9363896473	0.000439201939075254
19080.2298245297	0.000673870840235002
21696.4673833596	0.00100600089534844
24434.1497998331	0.00144229876623268
27303.0452353966	0.00200036957248263
29309.62964613	0.00245297120110247
31399.9084848267	0.0029790732259633
33573.8817514866	0.00358501784766022
35962.0480825918	0.00431887859513551
38564.4074781421	0.00519830342540305
41333.7592987747	0.00622311492307487
44270.1035444897	0.0074066149091973
47374.394450616	0.00876203199669084
50646.6320171536	0.0103015816879588
54133.2762863328	0.0120609022889139
57834.3272581534	0.0140552673657987
59684.8527440638	0.0150990563890953
61913.6679386991	0.0163957169848348
64142.4831333344	0.0177340655602344
66371.2983279697	0.0191126056973603
68600.113522605	0.0205298747052994
71413.5583571359	0.0223720818120964
74227.0031916668	0.0242712724686663
77040.4480261978	0.0262250784821152
79853.8928607287	0.0282311848920818
83534.7979524046	0.0309313949887546
87215.7030440805	0.0337136003713963
90896.6081357564	0.0365742390111031
94577.5132274324	0.0395096591426244
99165.5282370256	0.0432688689570655
103753.543246619	0.0471354056145263
108341.558256212	0.0511055896153348
112929.573265805	0.0551748406352349
117767.025949434	0.0595698754202567
122604.478633062	0.0640695852907548
127441.93131669	0.0686718638022187
132279.384000318	0.0733732702493802
137658.959697165	0.0787159247435992
143038.535394011	0.0841767889528404
148418.111090857	0.0897537272844299
153797.686787704	0.0954423740854569
158887.406187552	0.100925377761507
163977.1255874	0.106503645356157
169066.844987248	0.112174427140566
174156.564387096	0.117933801370936
179227.767376541	0.123757132696076
184298.970365986	0.129661461131295
189370.173355431	0.135642892846865
194441.376344876	0.141696859991208
199193.835262279	0.147432328961477
203946.294179681	0.153223890305667
208698.753097083	0.159067653180042
213451.212014486	0.164959532603695
218055.259115317	0.170709488728596
222659.306216149	0.176497072331507
227263.35331698	0.182318550287372
231867.400417812	0.188170184595554
236248.102023304	0.193762567023819
240628.803628796	0.199375750807944
245009.505234288	0.20500663925459
249390.20683978	0.210652204712839
253720.632611632	0.216244493900199
258051.058383483	0.221845434644506
262381.484155335	0.227452319953571
266711.909927186	0.233062539501419
271521.061011016	0.239293799573564
276330.212094845	0.245522726732175
281139.363178674	0.251746141495693
285948.514262503	0.257961027110196
291089.996199953	0.264592695467613
296231.478137403	0.271208000688591
301372.960074853	0.277803810872447
306514.442012302	0.284377195566475
312419.573762548	0.291895685058562
318324.705512793	0.299377101094526
324229.837263038	0.306817877568189
330134.969013284	0.314214749534764
336833.527417307	0.322548570042898
343532.085821331	0.330818116135578
350230.644225355	0.339019854067347
356929.202629378	0.34715063641834
364970.68008877	0.356813877278299
373012.157548161	0.366366725710248
381053.635007553	0.375805656366945
389095.112466944	0.385127705510471
398848.76766522	0.396274352958647
408602.422863495	0.407242212674651
418356.07806177	0.418028847027156
428109.733260046	0.428632558966978
439507.909146668	0.440791231138836
450906.085033291	0.452698490049357
462304.260919914	0.464354895715052
473702.436806537	0.475761714484011
485724.506096066	0.487524894168145
497746.575385595	0.499015874048449
509768.644675124	0.510238348208778
521790.713964654	0.521196379218399
534646.357328245	0.53262689220355
547502.000691837	0.543766108366929
560357.644055428	0.554620211531546
573213.287419019	0.565195514064075
586355.722074976	0.57572544819468
599498.156730933	0.585977834442757
612640.591386889	0.595959741858986
625783.026042846	0.605678226984057
638968.634595033	0.615171058834039
652154.243147221	0.624412764663731
665339.851699408	0.633410250857615
678525.460251596	0.642170346600678
691778.13107675	0.650742571641486
705030.801901905	0.659088295842222
718283.472727059	0.667213988119428
731536.143552213	0.675126006729874
744911.804074243	0.682901088796202
758287.464596273	0.690470892689764
771663.125118303	0.697841401768604
785038.785640332	0.705018476565946
798517.285082409	0.712060814594906
811995.784524486	0.718918028141688
825474.283966563	0.725595548317694
838952.78340864	0.732098689361929
852479.953579086	0.738455145975881
866007.123749531	0.744646059402367
879534.293919976	0.750676264047249
893061.464090421	0.756550492274623
906617.255467923	0.762285244093097
920173.046845425	0.767872292972951
933728.838222927	0.773315909404819
947284.629600429	0.778620276693088
960884.493909294	0.783805998255258
974484.35821816	0.788859472508501
988084.222527026	0.793784481051351
1001684.08683589	0.798584730920224
1015338.0032226	0.803282134649481
1028991.9196093	0.807860802328286
1042645.83599601	0.812324090195576
1056299.75238272	0.816675291765374
1069992.34162904	0.820929424817781
1083684.93087537	0.825077048286851
1097377.5201217	0.829121133135031
1111070.10936803	0.833064599239266
1124779.38078082	0.836914866508904
1138488.65219361	0.840669752035645
1152197.9236064	0.844331876913534
1165907.1950192	0.84790382154931
1179627.92527673	0.851390928167511
1193348.65553426	0.854792541703866
1207069.3857918	0.858110976382299
1220790.11604933	0.861348514029384
1234531.5398587	0.864512039423798
1248272.96366807	0.867598707955731
1262014.38747745	0.870610571182292
1275755.81128682	0.873549654768952
1289522.54095179	0.876423109978973
1303289.27061675	0.879227323379339
1317056.00028172	0.881964119046414
1330822.72994669	0.884635300673153
1344606.15979241	0.887245713491775
1358389.58963813	0.889793736044463
1372173.01948385	0.892280990235369
1385956.44932957	0.894709082423348
1399745.14813423	0.897080439067445
1413533.8469389	0.899395594216621
1427322.54574357	0.901655989326548
1441111.24454824	0.903863054320086
1454903.47753158	0.906018697002678
1468695.71051492	0.908123656245279
1482487.94349827	0.910179215280343
1496280.17648161	0.912186648893955
1510082.28027796	0.914148557207382
1523884.38407431	0.916064657458795
1537686.48787066	0.91793609584213
1551488.59166701	0.919764012475952
1565303.74251437	0.92155116026076
1579118.89336173	0.92329683915378
1592934.04420909	0.925002075499637
1606749.19505645	0.926667891518811
1620572.34111929	0.928296190234528
1634395.48718213	0.929886935275791
1648218.63324497	0.931441046232267
1662041.77930781	0.932959440220204
1675866.10541124	0.934443114124198
1689690.43151468	0.93589277809488
1703514.75761811	0.937309256245017
1717339.08372155	0.938693371526444
1731163.90359351	0.940045953456173
1744988.72346548	0.941367706913049
1758813.54333745	0.94265937155918
1772638.36320941	0.943921686857858
1786468.13935707	0.945155792171643
1800297.91550473	0.946361908823505
1814127.69165239	0.947540702351056
1827957.46780004	0.948692838795554
1841794.56302935	0.949819539533509
1855631.65825866	0.950920799906351
1869468.75348796	0.951997219907951
1883305.84871727	0.953049400589138
1897147.15419173	0.954078221628704
1910988.45966619	0.955083911259619
1924829.76514064	0.956067010735107
1938671.0706151	0.957028062810968
1952512.21510066	0.957967571421237
1966353.35958622	0.958886045928082
1980194.50407178	0.959783974755381
1994035.64855734	0.960661848153036
1999999.99998	0.961031694870733
2000000	0.961031694870733